client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302077.mp3	5405198b0e6ad019d398f495defeae47fe6edb9190100c36ccf09a2fe0f6364a	په تيرو پسي مه گرځه.		2	0					ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302319.mp3	3c67de52b05d08cf567660cd029addde0c718b9bbd3ee86343d1659f24a655b5	ایا تاسو کولی شئ د ټولګي وروسته اضافي ملاتړ چمتو کړئ؟		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302548.mp3	3dbf4fb2ccfdf9a1c552b1e1d2c7064718cc63f4116391561f5a2e3e37578fda	ایا کوم اړخیزې اغیزې شتون لري چې زه یې باید په اړه پوه شم؟		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302549.mp3	43ac36a8b69f0f042d96963645c6111f93377f1971ac0e179aeece3a1bea69cd	يو يې گټي ، سل يې څټي.		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302550.mp3	e8a41798a8226cd0d5f1d14889cee7e630e98a0db188871b0b548a161bc8614a	ما د غرمې ډوډۍ لپاره ګړندی وقفه واخیسته.		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302596.mp3	98abae512376e229aa2fc18653f5e123c6753ce2034c0968ada1302b74784e39	شوال په وزیرستان کې موقعیت لري	general	2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302634.mp3	761402d5973a3e8a31101628eaf8847e28fbeb1c6bf55a0c7f7b6ad61b3f2b45	د ښار دروازې تړل کېږي ، د خلکو خولې نه تړل کېږي.		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302679.mp3	5370ca8a09220d9658862f143e1d4165d60968a2e76cecc7c87d5fb00746ba17	افغانستان د ډېرو قومونو شريک کور دی		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302696.mp3	3ca34a1e92db3406e10228128021e13681b9d60b5c513b5cbde1a477b2bc4f54	نه، زه یوازې اوس په لټه کې یم.		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302697.mp3	5b8cb31e10f26ace97a1c17a48bbadc155ffcd8c3ecbdac13b861a5bbace0515	مگر د غوا شيدې په وښو دي.		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302699.mp3	7908de4ae00322a9390547dc590082efeebab50fc462b10665882fa3142cfdca	قمرګله د پښتو مشهوره سندرغاړې ده.		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302706.mp3	43dafb2bbb0388a37c9a95066b0fde0ef979d47873107af1e7254e3fe4b5d17c	ایا ته ښه یې؟		2	1	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302724.mp3	488432bbb7514e5decb9459938c032e43c29d81441e71e3a558f18aba181acae	دا گز ،دا ميدان.		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302727.mp3	f92dbc4e36236ac57eee9d8d4d9b3c5c801c66b7fdffca9fed36732a9e6ce6fc	دا څنګه احساس کوي؟		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302740.mp3	706ecf28fc135bb2d38a3b2b8612b978d250a62b71fc74d59c374938830b8276	زه خوښ یم چې مرسته وکړم.		2	0	thirties				ps	
23cd4fa68a46920a4e7513b6e1985af558efbaa33582337f25c2a392d34b85f555473942cbc893cb2a97d11df93f596120eaf65ad44f03b7ecdbfd112712dd3a	common_voice_ps_40302748.mp3	525af5b495e313f2747af2736fa82645e2858ebc7915402c0059dfe3967f1f3c	يوه ورځ ديد ، بله ورځ شناخت.		2	0	thirties				ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300426.mp3	11a8b1b9ecfe037677ef7842556354d466e9ac77acb4d9bb49448f1bf9d94846	سخت خفه یم، پلار راته واده نه کوي.	general	4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300433.mp3	cef313a263a185c59d2f93785515afc676b5352f7c64c42a40f2c58547360eb1	ایا تاسو د موټر کرایه کولو نږدې ځای موندلی شئ؟		4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300498.mp3	47b8ea39f55af90b4c1b429711f1134045a2071a0212233e112b96467ad7578f	د هغه څه لپاره مه جنګيږئ چې تاسې نه و خوښ کړي لکه دين.	general	2	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300502.mp3	ddc4b1a18bb93538bf0a81ce17a4082dba432ef350269580d6b90a13728d7c90	موږ تیره شپه خوب نشو کولی		6	2			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300504.mp3	77782378adc682298348fdf727576eb3a0b0ae89459a58fdbe7fc079c31f08e9	د بل د ښور وا په هيله ډوډۍ مه وړوه.		4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300506.mp3	e50abfca5338aa2d7f6da2a9b88c8f74852079e5fe61646fbd4d44180a0f097c	مانسهره د هزاره ډويژن يو ښار دی.		6	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300547.mp3	ea63c844185c9521046e3e14eadc263a4d48c8f2eefb8726af4d046837ed7900	خپله خوله هم کلا ده هم بلا.		4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300550.mp3	ef7b86a8d1d388f4d61d14298479d99fa0c340013c0ca1b261ac1029300a6200	کښتۍ خپل پر نيت چلېږي		2	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300553.mp3	ed2f5b6df94bbe71ddbe813d45e5dc279bdbd5a2455f9f90ea1523c2b5007803	دوی ماته قوت راکوي.		2	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300581.mp3	f5ae323198cfde9e336fa5815515a28cdf048b98dfc230835b0b44c468905c63	د پښتني کلتور زړه د پښتني ارزښتونو په اړه یو بنسټیز کار دی.		2	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300605.mp3	eb8128df7a240a2fa6d71feeb43b859007552a9376d3cc831eb5170111838ad1	زه به اړین بدلونونه وکړم، ډاکټر.		4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300613.mp3	11d5f92b71e374cb9b41f01e24a68a9fd8f3f4156c1215aa4411d4167dc3388b	موږک په غار نه سو ننوتلى ،		4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300660.mp3	0d64bda511129e03e6e511d7cacfd2cec27d0d60d17c288dbe1705851ea0138e	ایا تاسو کولی شئ د یوګا ټولګي وړاندیز وکړئ؟		4	2			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300661.mp3	c1c9713733b8a41b12aa81486770b3f6dd582d6de0a0466f4d3547c0c0b0fbea	ولې نه، دا شل دقیقې لاره ده.		4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300663.mp3	8f4ca895b680e14ff0958c0a23f9100631e19ec91bfcc995fd6f2f2012c13fde	او اوبو په ترمامیټر خپل		4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40300725.mp3	1355b24ed7afd4dab28c1b4d9828576a03c62c031b06d93a4a19eca88413c071	نوم د نامه نه پري کېږي.		4	0			خوست		ps	
75c25cd86abe953d29d4e4beabf2c3abed37ed0750ce9528baee58d36dd9de9f351e6d631aefb2024d7199ac9736f94cd0903ee270716767407d1d40ad3334e2	common_voice_ps_40304289.mp3	ae6ff144cfa29bf6ce20b5592e195be18cd711ef0052dc0ac9b728a78e288c82	زار دې شم بنو ګله	general	4	0	twenties		خوست		ps	
